1.4230 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
8.9354 	WARNING 	User requested fullscreen with size [1792 1120], but screen is actually [1920, 1080]. Using actual size
9.5702 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7faaa22b6970>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7faa736f1490>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.5703 	EXP 	window1: mouseVisible = True
9.5708 	EXP 	window1: mouseVisible = False
9.5709 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.5709 	EXP 	window1: recordFrameIntervals = False
9.7365 	EXP 	window1: recordFrameIntervals = True
9.7371 	DATA 	Mouse: wheel shift=(0,0), pos=(927,607)
9.7537 	DATA 	Mouse: wheel shift=(0,0), pos=(927,607)
9.7705 	DATA 	Mouse: wheel shift=(0,0), pos=(927,607)
9.7874 	DATA 	Mouse: wheel shift=(0,0), pos=(927,607)
9.8039 	DATA 	Mouse: wheel shift=(0,0), pos=(927,607)
9.8207 	DATA 	Mouse: wheel shift=(0,0), pos=(927,607)
9.8372 	DATA 	Mouse: wheel shift=(-1,0), pos=(927,607)
9.8540 	DATA 	Mouse: wheel shift=(0,0), pos=(927,607)
9.8707 	DATA 	Mouse: wheel shift=(0,0), pos=(927,607)
9.9201 	EXP 	Screen (0) actual frame rate measured at 59.86Hz
9.9202 	EXP 	window1: recordFrameIntervals = False
12.3824 	EXP 	window1: mouseVisible = False
12.4046 	EXP 	Created init_structs = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='init_structs', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=120)
